id_produit;id_type;id_label;nom;prix;degre;volume;origine
2119;5;;TI ARRANGE DE CED - BANANE CACAO - LES RHUMS DE CED;30;32;700;France
2120;5;;RHUM DZAMA - VANILLA - EN ETUI;46.9;43;700;Madagascar
2121;6;;JOHNNIE WALKER BLACK LABEL 12 ANS - EN COFFRET 2 VERRES;42;40;700;Ecosse
2122;7;;GIN G'VINE FLORAISON - EN COFFRET 1 VERRE;45.9;40;700;France,Charente
2123;8;;MAGNUM GENEPI BIO - DISTILLERIE LACHANENCHE;57.9;40;1500;France
2124;5;;TURQUOISE BAY - ISLAND SIGNATURE COLLECTION;34.9;40;700;Ile Maurice
2125;5;;RHUM CLÉMENT - CANNE BLEUE MILLÉSIME 2020;38;50;700;Martinique
2126;7;;GIN MONKEY 47;42.9;47;500;Allemagne
2127;2;432;LES PELERINS DE LAFON-ROCHET 2014 - SECOND VIN DU CHATEAU LAFON-ROCHET;26.75;13;750;Bordeaux
2128;2;432;CHATEAU MARGAUX 2010 - 1ER CRU CLASSE;850;13.5;750;Bordeaux
2129;2;432;CHATEAU LA LAGUNE 2014 - 3EME CRU CLASSE;57.9;13.5;750;Bordeaux
2130;2;432;HOMMAGE A JACQUES PERRIN 2015 - CHATEAU DE BEAUCASTEL;455;15;750;Rhône
2131;2;433;MACON PIERRECLOS 2016 - MAISON ALBERT BICHOT;13.9;12.5;750;Bourgogne
2132;2;433;MAGNUM CHÂTEAU BOUTISSE 2016;49.9;14.5;1500;Bordeaux
2133;2;433;LA PETITE SIBERIE 2015 - DOMAINE DU CLOS DES FEES;200;15;750;Languedoc-Roussillon
2134;1;433;BLANC DUAS QUINTAS 2018 - RAMOS PINTO;14.9;13.5;750;Portugal
2135;1;433;SAINT-ROMAIN BLANC 2016 - ALEX GAMBAL;31.99;13;750;Bourgogne
2136;2;433;INTE GRAAL 2017 - CHÂTEAU DE MERANDE;29.9;12;750;Savoie-Bugey
2137;2;434;CLASSIQUE VALLON DES ANGES ROUGE 2017 - DOMAINE DE VALDITION;14;13.5;750;Provence-Alpes-Côte d'Azur
2138;1;434;CHIGNIN BERGERON LES DEUX TILLEULS 2018 - DOMAINE PHILIPPE & SYLVAIN RAVIER;16.1;13;750;Savoie-Bugey
2139;2;434;ARBIN MONDEUSE - LE COTEAU D'ALBERT 2018 - DOMAINE DE L'IDYLLE;15.5;12;750;Savoie-Bugey
2140;1;434;MAGNUM PETIT CHABLIS PAS SI PETIT 2018 - LA CHABLISIENNE;25.9;12;1500;Bourgogne
2141;2;435;GRAN LURTON 2015 - BODEGA PIEDRA NEGRA;19.9;15;750;Argentine
2142;2;435;TRILOGIE GUIGAL - LA LANDONNE - LA TURQUE - LA MOULINE 2016 - CAISSE BOIS - E.GUIGAL;990;14;750;Rhône
2143;1;435;QUINTESSENCE 2018 - LES VINS DU LEMAN;11.8;12;750;Savoie-Bugey
2144;2;435;ESTATE BLUE EDITION 2017 - DONA PAULA;17.99;13.5;750;Argentine
2145;2;;ELLE ET LUI 2017 - GILLES GELIN;12.9;13;750;Vin de France
2146;1;435;MAGNUM - CONDRIEU - PAGUS LUMINIS 2018 - LOUIS CHEZE;59.9;14;1500;Rhône
2147;1;435;CHARDONNAY PRESTIGE 2019 - DOMAINE JEAN VULLIEN;12.9;13;750;Savoie-Bugey
2148;2;435;SANCERRE VINCENGETORIX 2019 - VINCENT GAUDRY;22.9;13.5;750;Loire
2149;2;436;SOLENGO 2017 - ARGIANO;67.9;14.5;750;Italie
2150;1;437;FENDANT VÉTROZ LES TERRASSES 2019 - DOMAINE JEAN-RENÉ GERMANIER;17.9;12;750;Suisse
2151;1;437;MAGNUM LA CROIX DE CARBONNIEUX BLANC 2017 - SECOND VIN DU CHATEAU CARBONNIEUX;37.9;12.5;1500;Bordeaux
2152;1;437;CHATEAU D'YQUEM 2010 - 1ER CRU CLASSE SUPERIEUR;590;13.5;750;Bordeaux
2153;1;437;POUILLY SUR LOIRE 2019 - GUY SAGET;14.3;12;750;Loire
2154;1;437;LES FRIPONS 2019 - DOMAINE GILLES BERLIOZ;35;14.5;750;Savoie-Bugey
2155;1;437;EL HEM 2019 - DOMAINE GILLES BERLIOZ;35;13;750;Savoie-Bugey
2156;2;437;MALAYETO 2018 - VINA ZORZAL;15.9;14;750;Espagne
2157;2;437;TERRA DE CUQUES ROUGE 2017 - TERROIR AL LÍMIT;34.9;14;750;Espagne
2158;2;437;TERROIR HISTORIC ROUGE 2018 - TERROIR AL LÍMIT;22.9;14;750;Espagne
2159;1;437;ENGELGARTEN 2017 - LE JARDIN DES ANGES - MARCEL DEISS;29;12.5;750;Alsace
2160;2;438;PARAJES GARNACHA 2016 - PARAJE DE LOS VIDRIOS;19.9;14.5;750;Espagne
2161;2;439;ANJOU ROUGE 2019 - CHATEAU DU BREUIL;11.2;14;750;Loire
2162;2;439;CHÂTEAU BADETTE 2018;35;14;750;Bordeaux
2163;1;440;PUSIPEL BLANC 2019 - DOMAINE CMRECNJAK;14.9;11.5;750;Croatie
2164;2;440;GOLIARDO TINTO 2018 - BODEGA FORJAS DEL SALNES;21.9;12;750;Espagne
2165;2;440;ENCINAS 2018 - ANTOINE GRAILLOT & RAUL PEREZ;19.9;13;750;Espagne
2166;4;440;COFFRET 2 BOUTEILLES TÊTE DE BELIER : ROUGE 2018 ET BLANC 2018 - CHATEAU PUECH HAUT;59.9;15.5;1500;Languedoc-Roussillon
2167;2;440;MONDEUSE TERRES ROUGES 2019 - DOMAINE JP ET JF QUENARD;13.75;12;750;Savoie-Bugey
2168;1;440;CHARDONNAY 2019 - BENCHMARK GRANT BURGE;11.5;13;750;Australie
2169;2;440;L'EPIQUE 2018 - DOMAINE D'AIGUES BELLES;18;14.5;750;Languedoc-Roussillon
2170;2;440;POGGIO VALENTE 2017 - FATTORIA LE PUPILLE;29.9;14;750;Italie
2171;1;440;BERNKASTELER LAY RIESLING GG 2018 - DR. THANISCH;25;13;750;Allemagne
2172;2;441;PETIT TINTO JORNOU 2019 - ALTAVINS VITICULTORS;8.9;14.5;750;Espagne
2173;1;442;CUTIZZI - GRECO DI TUFO 2019 - FEUDI SAN GREGORIO;18.9;13.5;750;Italie
2174;2;443;LIEU DIT MALAKOFF 2014 - DOMAINE TERLATO ET M. CHAPOUTIER;28.9;14;750;Australie
2175;2;443;PINOT NOIR HÜT 2017 - MELANIE PFISTER;31;13.5;750;Alsace
2176;2;443;MERCUREY 1ER CRU - CLOS DES BARRAULTS 2018 - DOMAINE MICHEL JUILLOT;28.9;13.5;750;Bourgogne
2177;2;443;SEXY BEAST CABERNET SAUVIGNON 2019 - TWO HANDS WINES;22.9;14.1;750;Australie
2178;2;443;BELLA'S GARDEN SHIRAZ 2018 - TWO HANDS WINES;44;14.2;750;Australie
2179;1;443;THE OLIVE GROVE CHARDONNAY 2018 - D'ARENBERG;15.9;13;750;Australie
2180;1;443;COSTIERES DE NIMES - JT BLANC 2019 - CHATEAU DE NAGES;18.9;14;750;Rhône
2181;1;443;VANNADES BLANC 2020 - CHATEAU SAINT JEAN LEZ DURANCE;11.9;13;750;Provence-Alpes-Côte d'Azur
2182;2;443;12VOLTS 2019 - 4KILOS VINÍCOLA;21.5;12;750;Espagne
2183;1;443;GEWURZTRAMINER GRAND CRU WINZENBERG 2018 - HUBERT MEYER;18.5;13;750;Alsace
2184;2;443;GARNATXA ÀMFORA 2019 - FAMÍLIA NIN ORTIZ;26.9;14.5;750;Espagne
2185;1;444;SAUVIGNON BLANC 2019 - YARDEN GOLAN HEIGHTS WINERY;19.5;13.5;750;Israël
2186;2;444;CHATEAU TURCAUD - BORDEAUX 2018;9.9;14;750;Bordeaux
2187;2;445;FABIVS 2017 - CIACCI PICCOLOMINI D'ARAGONA;14.9;14.5;750;Italie
2188;2;445;CHINON VIEILLES VIGNES 2018 - DOMAINE PHILIPPE ALLIET;19;13;750;Loire
2189;2;445;CAMINS DEL PRIORAT 2019 - ÁLVARO PALACIOS;24.9;14.5;750;Espagne
2190;1;445;GRÜNER VELTLINER RIED STRASSER GAISBERG 1ÖTW 2019 - BIRGIT EICHINGER;24.99;13.5;750;Autriche
2191;1;445;ÉOLE BLANC 2020 - DOMAINE D'ÉOLE;14.5;13;750;Provence-Alpes-Côte d'Azur
2192;1;445;BLANC DE ROLLE 2019 - DOMAINE DES FERAUD;15.9;12.5;750;Provence-Alpes-Côte d'Azur
2193;1;445;ROUSSANNE DE MADONE 2020 - LES VINS DE LA MADONE;19.5;12.5;750;Loire
2194;1;446;TALEIA 2018 - CASTELL D'ENCUS;29.9;12;750;Espagne
2195;1;446;EKAM 2019 - CASTELL D'ENCUS;29;12.5;750;Espagne
2196;2;446;AGNEAU SELECTION PESSAC LEOGNAN 2018 - BARON PHILIPPE DE ROTHSCHILD;25;14;750;Bordeaux
2197;1;446;CHARDONNAY SAVAGNIN TRADITION 2016 - DOMAINE GRAND;22.3;13.5;750;Jura
2198;1;446;EXTRA BLANC 2020 - GERARD BERTRAND;9.9;13;750;Languedoc-Roussillon
2199;3;446;CHARME DES DEMOISELLES ROSE 2020 - CHATEAU DES DEMOISELLES;9.9;13;750;Provence-Alpes-Côte d'Azur
2200;1;446;NUANCE 2019 - VINCENT PINARD;25;13;750;Loire
2201;2;447;VOSNE ROMANEE - LES CHALANDINS 2018 - DOMAINE A.-F. GROS;75;13;750;Bourgogne
2202;2;448;RICHEBOURG GRAND CRU 2018 - DOMAINE A.-F. GROS;720;13.5;750;Bourgogne
2203;2;449;CHARMES CHAMBERTIN 2017 - DOMAINE SERAFIN;199;15;750;Bourgogne
2204;3;449;BY OTT 2020 - SELECTIONS OTT;15.3;13;750;Provence-Alpes-Côte d'Azur
2205;1;449;MARSANNAY BLANC - LES LONGEROIES 2017 - JEAN FOURNIER;32.9;13;750;Bourgogne
2206;2;449;L'AUBE 2018 - DOMAINE COURBIS;16.9;14.5;750;Rhône
2207;2;449;VOSNE ROMANEE 1ER CRU - LES CHAUMES 2014 - LOUIS JADOT;129;13;750;Bourgogne
2208;1;449;PINOT BLANC 2016 - LES PRINCES ABBES - DOMAINE SCHLUMBERGER;12;12.8;750;Alsace
2209;3;449;ESPRIT GASSIER 2020 - CHÂTEAU GASSIER;13.4;13;750;Provence-Alpes-Côte d'Azur
2210;1;449;CHABLIS GRAND CRU - LES BLANCHOTS 2018 - DOMAINE LAROCHE;65;12.5;750;Bourgogne
2211;2;450;CHAMBERTIN GRAND CRU 2017 - DOMAINE HENRI REBOURSEAU;320;13.5;750;Bourgogne
2212;2;450;AGLY BROTHERS 2017 - CHAPOUTIER & LAUGHTON;17.2;15;750;Languedoc-Roussillon
2213;1;450;CONSTELLATION DU SCORPION 2019 - VINCENT GAUDRY;27;13;750;Loire
2214;1;450;VOUVRAY SEC 2017 - DOMAINE DE VAUGONDY;11.5;12.5;750;Loire
2215;2;450;SECRET DE SCHISTES 2018 - CHATEAU DE L'OU;29.9;16;750;Languedoc-Roussillon
2216;1;450;SYLVANER 2018 - BESTHEIM;9.7;12.5;750;Alsace
2217;1;450;CUVÉE COLLECTION BLANC 2019 - COMMANDERIE DE LA BARGEMONE;16.15;13.5;750;Provence-Alpes-Côte d'Azur
2218;2;450;TROUSSEAU 2019 - DOMAINE FRÉDÉRIC LAMBERT;18.9;14;750;Jura
2219;1;451;APREMONT - CUVEE THOMAS 2019 - DOMAINE BLARD;13;11.5;750;Savoie-Bugey
2220;1;451;ABYMES MICRASTER 2020 - DOMAINE BLARD;8.5;11.5;750;Savoie-Bugey
2221;1;452;ROUSSETTE DE SAVOIE 2020 - DOMAINE BLARD;12;12.5;750;Savoie-Bugey
2222;1;452;ROUSSETTE BELEMNITE 2016 - DOMAINE BLARD;20;12;750;Savoie-Bugey
2223;1;452;MALVOISIE - MONEMVASIA 2018 - DOMAINE BLARD;16;13;750;Savoie-Bugey
2224;2;452;PINOT NOIR - PIERRE EMILE 2018 - DOMAINE BLARD;16;12.5;750;Savoie-Bugey
2225;3;452;LA VIE EN ROSE DE CATH 2020 - DOMAINE JP ET JF QUENARD;9.95;12;750;Savoie-Bugey
2226;1;452;CUVEE FACE SUD 2019 - DOMAINE BLARD;19;12.5;750;Savoie-Bugey
2227;3;452;VIGNE-LOURAC LES REFLETS ROSE 2020;7.4;13;750;Sud-Ouest
2228;2;452;CHASSAGNE MONTRACHET 2014 - OLIVIER LEFLAIVE;44.9;13;750;Bourgogne
2229;1;452;ROUSSETTE MARESTEL 2018 - LE GOLLIAT - CHÂTEAU DE LA MAR;16.5;13;750;Savoie-Bugey
2230;3;452;UP ROSE 2020 - ULTIMATE PROVENCE;17.5;12.5;750;Provence-Alpes-Côte d'Azur
2231;1;452;CHÂTEAU ROCHEMORIN 2017;18.9;13;750;Bordeaux
2232;3;452;SYRAH ROSE 2020 - DOMAINE DE MISELLE;6.9;11.5;750;Sud-Ouest
2233;1;452;CONDRIEU - LES RAVINES 2019 - REMI NIERO;30;14.5;750;Rhône
2234;1;;COCHON VOLANT BLANC 2020 - CHATEAU DE CARAGUILHES;8.9;13.5;750;Vin de France
2235;3;452;MARINS D'EAU DOUCE ROSE 2020 - DOMAINE PUJOL;6.9;13;750;Languedoc-Roussillon
2236;1;452;V DE VIGNE-LOURAC Finctum in Querceis Doliis 2018;12.5;13;750;Sud-Ouest
2237;1;452;PINOT BIANCO 2020 - KALTERN;13.9;13;750;Italie
2238;1;452;GROS-MANSENG SAUVIGNON 2020 - ALAIN BRUMONT;7.4;12.5;750;Sud-Ouest
2239;2;452;SELECCION DE BODEGA 2016 - DONA PAULA;40;13.5;750;Argentine
2240;9;;LE GALLON BALANCELLE - PASTIS RICARD;149.9;45;4500;France
2241;17;;CELEBRATION - 1989 - CHATEAU DE LAUBADE;79;40;700;France,Sud-Ouest
2242;17;;CELEBRATION - 1994 - CHATEAU DE LAUBADE;74.5;40;700;France,Sud-Ouest
2243;17;;CELEBRATION - 1997 - CHATEAU DE LAUBADE;67;40;700;France,Sud-Ouest
2244;17;;CELEBRATION - 1982 - CHATEAU DE LAUBADE;94;40;700;France,Sud-Ouest
2245;7;;GIN EDINBURGH;42.9;43;700;Ecosse
2246;5;;RHUM SAISON - EN ETUI;39;42;700;Rhum
2247;27;;GERMANA UMBURANA CACHAÇA;25.5;40;700;Brésil
2248;6;;GLEN MORAY CLASSIC THE ORIGINAL;24.9;40;700;Ecosse
2249;5;;RHUM TI ARRANGES DE CED - CITRON GINGEMBRE - LES RHUMS DE CED;30.9;32;700;France
2251;10;;LA CROQUEUSE - LES CREMES D'ANTAN;22;15;700;France,Languedoc-Roussillon
2252;10;;LA PULPEUSE - LES CREMES D'ANTAN;22;15;700;France,Languedoc-Roussillon
2253;5;;RHUM BEACH HOUSE - GOLD SPICED;32;40;700;Ile Maurice
2254;12;;RHUM ADMIRAL RODNEY - HMS PRINCESSA;51.9;40;700;Caraïbes
2255;5;;GUNPOWDER - PUSSER'S RUM;39;54.2;700;Caraïbes
2256;5;;J.WRAY & NEPHEW WOP;34;63;700;Caraïbes
2257;12;;PEAKY BLINDER - RHUM BLACK SPICED;28.9;40;700;Caraïbes
2258;6;;PEAKY BLINDER - IRISH WHISKY;32;40;700;Irlande
2259;7;;WHITLEY NEILL ORIGINAL;31;43;700;Angleterre
2260;7;;SPICED DRY GIN - PEAKY BLINDER;29.5;40;700;Angleterre
2261;7;;GIN BLACK BATCH - COPPERHEAD;48.9;42;500;Angleterre
2262;7;;GIN MR COPPERHEAD - COPPERHEAD;49.5;40;500;Belgique
2263;28;;MEZCAL SE BUSCA - REPOSADO;65.2;40;700;Mexique
2264;7;;NIKKA COFFEY GIN;44.9;47;700;Japon
2265;28;;TEQUILA CENOTE - REPOSADO;67.9;40;700;Mexique
2266;5;;PLANTATION RUM - 2006 PERU - EN ETUI;78;47.9;700;Pérou
2267;29;;SAKE DASSAI 45 JUNMAI DAIGINJO;34;16;720;Japon
2268;5;;RUM FIRE;34.9;63;700;Jamaïque
2269;23;;MEZCAL REY CAMPERO - ESPADIN;48;48.2;700;Mexique
2270;2;452;CHATEAU LATOUR 2005 - 1ER CRU CLASSE;950;13;750;Bordeaux
2271;2;452;CHATEAU PICHON BARON DE LONGUEVILLE 2010 - SECOND CRU CLASSE;205;14;750;Bordeaux
2272;2;452;CHATEAU MOUTON ROTHSCHILD 2010 - 1ER CRU CLASSE;815;13;750;Bordeaux
2273;1;453;MONTRACHET GRAND CRU 2012 - LOUIS LATOUR;405;14;750;Bourgogne
2274;2;453;SYRAH 2018 - GAMLA GOLAN HEIGHTS WINERY;19.9;14.5;750;Israël
2275;2;453;ERMITAGE - LE PAVILLON 2015 - LES PARCELLAIRES M. CHAPOUTIER;531;14;750;Rhône
2276;2;453;MAGNUM CHATEAU FLEUR HAUT GAUSSENS 2015;16.9;13.5;1500;Bordeaux
2277;2;453;CHATEAU FLEUR HAUT GAUSSENS GRAND VIN 2016;27;14;750;Bordeaux
2278;1;453;L' EFFET PAPILLON 2014 - CHATEAU DE LA MULONNIERE;17;12.5;750;Loire
2279;1;454;SAUVIGNON BLANC ESTATE 2017 - ERRAZURIZ;12.9;13.5;750;Chili
2280;1;454;CHARDONNAY 2015 - SERESIN ESTATE;23.9;13.5;750;Nouvelle-Zélande
2281;2;454;CHATEAU FIGEAC 2015 - 1ER GRAND CRU CLASSE B;229;14;750;Bordeaux
2282;3;454;GARRUS 2018 - CHATEAU D'ESCLANS;99.9;14;750;Provence-Alpes-Côte d'Azur
2283;1;455;GEWURZTRAMINER PFALZ 2018 - SCHIEFERKOPF par M. CHAPOUTIER;17.9;13;750;Allemagne
2284;13;455;RIVESALTES HORS D'AGE - LE 6 ANS - EN ETUI - LES VIGNOBLES TERRASSOUS;14.25;16.5;750;Languedoc-Roussillon
2285;2;455;CHATEAU BOUTY 2016;13;14;750;Bordeaux
2286;1;455;MUSCAT GRAND CRU SAERING 2016 - DIRLER-CADE;25.7;13;750;Alsace
2287;2;455;CHATEAU ANGELUS 2009 - 1ER GRAND CRU CLASSE B;450;14.5;750;Bordeaux
2288;2;456;CLOS DE TART GRAND CRU MONOPOLE 2017;590;13.5;750;Bourgogne
2289;1;456;SILICE BLANC 2019 - DOMAINE COURSODON;22.9;13.5;750;Rhône
2290;2;456;MOULIN A VENT - LES THORINS 2018 - JEAN-PAUL BRUN - DOMAINE DES TERRES DOREES;19.9;12.5;750;Beaujolais
2291;2;456;LES AMANDIERS 2017 - CHATEAU MARIS;65;15;750;Languedoc-Roussillon
2292;2;456;SIGNATURE 2016 - DOMAINE DE FERRANT;15.9;14;750;Sud-Ouest
2293;2;456;ESTATE BLACK EDITION 2016 - DONA PAULA;17.99;13.5;750;Argentine
2294;2;456;CHATEAUNEUF-DU- PAPE - JULIEN BARROT 2018 - DOMAINE LA BARROCHE;38.9;15;750;Rhône
2295;1;456;ULTREIA GODELLO 2018 - RAUL PEREZ (BODEGAS Y VINEDOS);21.5;13.5;750;Espagne
2296;2;456;HUMAGNE 2018 - DOMAINE JEAN-RENÉ GERMANIER;23.5;13.2;750;Suisse
2297;2;456;ZWEIGELT RESERVE BURG 2018 - DOMAINE PFAFFL;20.9;13.5;750;Autriche
2298;2;456;MALBEC - ALAMOS 2019 - BODEGA CATENA ZAPATA;14.9;13.5;750;Argentine
2299;1;456;CHIGNIN BERGERON - CUVEE ANGELS 2018 - FREDERIC GARANJOUD;14.9;13;750;Savoie
2300;2;457;GEVREY CHAMBERTIN 1ER CRU LA COMBE AUX MOINES 2017 - PIERRE BRISSET;84.9;13;750;Bourgogne
2301;1;457;PULIGNY MONTRACHET 1ER CRU LES FOLATIERES 2017 - OLIVIER LEFLAIVE;125;13;750;Bourgogne
2302;2;458;TRIBUN 2016 - DOMAINE ALIRA;12.9;14;750;Roumanie
2303;1;458;RIESLING GRAND CRU KANZLEBERG 2016 - GUSTAVE LORENTZ;27.9;13;750;Alsace
2304;1;458;GRUENSPIEL 2014 - LE JEU DES VERTS - MARCEL DEISS;31;13;750;Alsace
2305;2;458;LOU COUCARDIE ROUGE 2016 - DOMAINE GASSIER;22.9;15;750;Rhône
2306;1;458;TSINANDALI BLANC 2017 - SCHUCHMANN;13.7;13;750;Géorgie
2307;2;458;THE DEAD ARM SHIRAZ 2016 - D'ARENBERG;49;15;750;Australie
2308;1;458;SAUVIGNON BLANC 2019 - GREYWACKE;22.9;13.5;750;Nouvelle-Zélande
2309;2;458;POMMARD 1ER CRU CLOS DES EPENOTS 2017 - CHATEAU DE MEURSAULT;89.9;14;750;Bourgogne
2310;2;458;PETIT - PINOTAGE 2019 - KEN FORRESTER VINEYARD;11.9;14;750;Afrique du Sud
2311;2;458;CORNAS - LES EYGATS 2018 - FERRATON PÈRE & FILS;45;15;750;Rhône
2312;1;458;JARRET DE MONTCHENIN 2016 - CHATEAU DE PASSAVANT;22.95;13.5;750;Loire
2313;2;458;TINTO 2019 - GUÍMARO;14.95;12.5;750;Espagne
2314;1;459;CUVEE ROYALE - TENUTA MONTENISA - MARCHESE ANTINORI;27.9;12.5;750;Italie
2315;2;460;NUITS SAINT GEORGES 1ER CRU - LES PRULIERS 2016 - DOMAINE TAUPENOT-MERME;104;13.5;750;Bourgogne
2316;2;460;SYRAH 2019 - DOMAINE JEAN-RENÉ GERMANIER;23.5;13.6;750;Suisse
2317;2;461;PINOTAGE 2017 - BEAUMONT WINES;25.5;13.5;750;Afrique du Sud
2318;2;461;PINOT NOIR - CELLAR SELECTION 2018 - VILLA MARIA;19.9;13;750;Nouvelle-Zélande
2319;2;461;PASO LAS MAÑAS 2018 - BODEGAS Y VINEDOS ARTUKE;29.9;14;750;Espagne
2320;2;461;LA CAPREA BIO - COSTIERES DE NIMES - 2017 - DOMAINE SAINT-ETIENNE;12.8;15;750;Rhône
2321;2;461;LA PORTE DU CIEL 2018 - CHATEAU DE LA NEGLY;130;15.5;750;Languedoc-Roussillon
2322;1;461;VIÑA GRAVONIA CRIANZA BLANC 2012 - LÓPEZ DE HEREDIA;33;12.5;750;Espagne
2323;1;461;ABYMES 2019 - DOMAINE PASCAL ET BENJAMIN RAVIER;7.95;12.5;750;Savoie-Bugey
2324;2;461;SAINT JOSEPH - FRANCOIS DE TOURNON 2018 - MAISON DELAS FRERES;27.5;14.5;750;Rhône
2325;2;461;VOLNAY 1ER CRU LES MITANS 2017 - LOUIS LATOUR;54.9;13.5;750;Bourgogne
2326;1;;BRAMA 2018 - CHATEAU MARIS;16.9;14.5;750;Vin de France
2327;2;461;MAGNUM - LES CHAMPAUVINS 2018 - DOMAINE GRAND VENEUR;25.9;14.5;1500;Rhône
2328;2;461;SAFFREDI 2018 - FATTORIA LE PUPILLE;85;14;750;Italie
2329;2;461;LES CRESTES 2019 - CELLER MAS DOIX;20.9;15;750;Espagne
2330;1;461;RIESLING GRAND CRU ENGELBERG 2017 - MELANIE PFISTER;34;13.5;750;Alsace
2331;1;461;FURD 2018 - PINOT GRIS SEC - MELANIE PFISTER;20;13.5;750;Alsace
2332;2;461;PARESSE - TERRASSES DU LARZAC 2018 - VINS GUILLAUME GANGLOFF;16.2;14;750;Languedoc-Roussillon
2333;2;461;CHÂTEAUNEUF DU PAPE 2017 - CHÂTEAU MONT-REDON;39.7;15;750;Rhône
2334;2;461;CHATEAU TALBOT 2018 - 4EME CRU CLASSE;72.5;14.5;750;Bordeaux
2335;3;461;CUVEE 281 2020 - CHATEAU MINUTY;45;12.5;750;Provence-Alpes-Côte d'Azur
2336;3;461;CLARENDELLE 2020 - INSPIRE PAR HAUT-BRION;12;13;750;Bordeaux
2337;2;461;POLIGONOS SAN PABLO CABERNET FRANC 2018 - FAMILIA ZUCCARDI;25.9;14;750;Argentine
2338;2;461;BRAVE FACES 2019 - TWO HANDS WINES;22.9;14;750;Australie
2339;2;462;MUSAR JEUNE 2018 - CHÂTEAU MUSAR;19.9;14;750;Liban
2340;2;462;CHATEAU SIMONE - ROUGE 2017;37.5;14;750;Provence-Alpes-Côte d'Azur
2341;2;462;SALTNER PINOT NERO RISERVA 2018 - KALTERN;22.9;14;750;Italie
2342;2;462;CUVÉE BONNE CHERE 2019 - DOMAINE DE LA FOUQUETTE;13.75;13.5;750;Provence-Alpes-Côte d'Azur
2343;1;462;RIESLING RIED ZÖBINGER GAISBERG 1ÖTW 2019 - WEINGUT EICHINGER;25.9;13;750;Autriche
2344;2;462;ÉOLE ROUGE 2019 - DOMAINE D'ÉOLE;14.5;14;750;Provence-Alpes-Côte d'Azur
2345;2;462;CUVÉE LÉA 2016 - DOMAINE D'ÉOLE;30;15;750;Provence-Alpes-Côte d'Azur
2346;1;462;LES ARGILES 2018 - FRANCOIS CHIDAINE;22;13;750;Loire
2347;2;462;SAINT JOSEPH - REFLET 2017 - FRANCOIS VILLARD;33;14;750;Rhône
2348;2;462;VIEILLES VIGNES ROUGE 2018 - DOMAINE DU CLOS DES FEES;25;14;750;Languedoc-Roussillon
2349;1;462;CAPRICES 2020 - DOMAINE DURAND FRERES;11.5;14;750;Rhône
2350;2;462;CORNAS - EMPREINTES 2018 - DOMAINE DURAND;32;14;750;Rhône
2351;1;462;LES PIERRES EN BULLES 2019 - DOMAINE LES PIERRES ÉCRITES;14.2;12.5;750;Loire
2352;2;462;MOUTON CADET HERITAGE 2018 - BARON PHILIPPE DE ROTHSCHILD;14.95;14.5;750;Bordeaux
2353;1;462;LA RESERVE BLANC 2020 - LES VIGNOBLES TERRASSOUS;9.3;13;750;Languedoc-Roussillon
2354;2;462;SAVIGNY LES BEAUNE 1ER CRU - LES VERGELESSES 2014 - CHANSON PÈRE ET FILS;39.9;13;750;Bourgogne
2355;1;462;CROZES-HERMITAGE BLANC - LES ROUSSES 2019 - YVES CUILLERON;18;14;750;Rhône
2356;2;462;HAUTES COTES DE NUITS 2019 - DOMAINE A.-F. GROS;27;13;750;Bourgogne
2357;2;462;VOSNE ROMANEE - CLOS DE LA FONTAINE 2018 - DOMAINE A.-F. GROS;85;13;750;Bourgogne
2358;2;462;MOREY SAINT DENIS 2017 - DOMAINE A.-F. GROS;69;13;750;Bourgogne
2359;2;462;BOURGOGNE ROUGE 2018 - DOMAINE SERAFIN;37;13;750;Bourgogne
2360;2;462;GEVREY CHAMBERTIN 2018 - DOMAINE SERAFIN;55;13;750;Bourgogne
2361;2;462;GEVREY CHAMBERTIN 1ER CRU - LES CORBEAUX 2018 - DOMAINE SERAFIN;95;13.5;750;Bourgogne
2362;2;462;MOREY SAINT DENIS 1ER CRU - LES MILLANDES 2017 - DOMAINE SERAFIN;93;13.5;750;Bourgogne
2363;2;462;MESSALINE 2018 - CELLIER DES DEMOISELLES;13.9;14.5;750;Languedoc-Roussillon
2364;2;462;CHATEAU DE TASTE 2018;14.5;13.5;750;Bordeaux
2365;2;462;CHÂTEAU LE BOURDILLOT CUVEE SEDUCTION 2016;12.9;13;750;Bordeaux
2366;1;463;ART DE VIVRE BLANC 2020 - GERARD BERTRAND;14.9;13;750;Languedoc-Roussillon
2367;1;463;VERDEJO 2020 - DOMINIO DE LA GRANADILLA;8.9;13;750;Espagne
2368;2;463;ART DE VIVRE ROUGE 2020 - GERARD BERTRAND;14.9;14;750;Languedoc-Roussillon
2369;1;464;RIESLING 2020 - PEWSEY VALE;22.9;12.5;750;Australie
2370;3;464;LA CLOSERIE ROSE 2020 - CHATEAU LAVABRE BY CHATEAU PUECH HAUT;15.5;13.5;750;Languedoc-Roussillon
2371;2;464;THEYRON ROUGE 2019 - DOMAINE DE THEYRON - PUECH HAUT;23.99;13.5;750;Languedoc-Roussillon
2372;1;464;PINOT BLANC RESERVE 2019 - DOMAINE FERNAND ENGEL;10.75;13;750;Alsace
2373;1;465;WINDMILL 2019 - GIANNIKOS WINERY;19.9;13;750;Grèce
2374;2;466;CLOS DE LOS SIETE 2018;16.9;14.5;750;Argentine
